fwag,male,asian_indian,white,tradeunion,schooling,cert_nomat,dip_nomat,cert_mat,dip_mat,bachelors,honours,married,homerooms,homeroomssq,hhintmonth_5,hhintmonth_7,hhintmonth_10,hhintmonth_11,hhintmonth_12,province_2,province_3,province_4,province_6,province_7,province_8,province_9,geo2011_3,coloured,best_age_yrs,agesq,schoolingsq,bach_dip,hhintmonth_3,hhintmonth_4,hhintmonth_6,hhintmonth_8,hhintmonth_9,province_5,geo2011_2,ident,original,pesos
1500,0,0,0,0,10,0,0,0,0,0,0,0,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,1024,100,0,0,0,1,0,0,0,0,40927,1500,1221.0458984375
9000,1,0,0,1,11,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,784,121,0,0,1,0,0,0,0,1,30039,9000,1323.633056640625
15000,1,0,0,1,7,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,3600,49,0,0,1,0,0,0,0,1,18729,15000,1323.633056640625
3500,1,0,0,1,12,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,625,144,0,0,1,0,0,0,0,1,11400,3500,1323.633056640625
440,0,0,0,0,10,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,625,100,0,1,0,0,0,0,0,1,9808,440,707.3448486328125
14613,1,0,0,1,12,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,3136,144,1,0,1,0,0,0,0,0,27314,14613,778.310791015625
3000,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47,2209,9,0,0,0,0,0,0,1,0,24305,3000,360.7469787597656
4080,1,0,0,0,12,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,529,144,0,0,0,0,0,1,0,1,16757,4080,1357.3626708984375
12000,1,0,0,0,12,1,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,2601,144,0,0,0,0,0,1,0,1,4337,12000,1357.3626708984375
3200,1,0,0,1,10,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,2025,100,0,1,0,0,0,0,0,0,20383,3200,864.6298828125
2700,0,0,0,1,8,0,0,0,0,0,0,1,7,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,1521,64,0,0,0,0,0,0,0,0,38227,2700,3456.208984375
5600,1,0,0,0,12,0,1,0,0,0,0,1,7,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,1764,144,0,0,0,0,0,0,0,0,19601,5600,3456.208984375
1600,0,0,0,0,12,0,0,0,1,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,729,144,0,0,0,0,0,0,0,0,34126,1600,4209.39697265625
5500,1,0,0,0,11,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,33,1089,121,0,0,0,0,0,0,0,0,8433,5500,924.3839111328125
3000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,3481,0,0,0,0,0,0,0,0,1,9716,3000,6378.53369140625
2500,0,0,0,0,8,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3364,64,0,0,0,0,0,0,1,1,18360,2500,49.892581939697266
1000,0,0,0,0,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28,784,144,0,0,0,1,0,0,0,1,8540,1000,257.19989013671875
14000,1,0,0,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,2916,144,0,0,0,0,0,0,0,1,19316,14000,6518.3427734375
48000,1,0,1,1,12,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,1764,144,0,1,0,0,0,0,0,1,11959,48000,5450.91650390625
8000,0,0,1,0,12,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1681,144,0,0,0,0,0,0,0,1,9635,8000,1154.3309326171875
8250,1,0,1,1,12,0,0,1,0,0,0,1,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2116,144,0,0,0,0,0,0,0,1,34182,8250,1154.3309326171875
19000,1,1,0,0,10,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,2401,100,0,0,0,0,0,0,1,1,1293,19000,353.6760559082031
3000,1,0,0,0,3,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2209,9,0,0,0,0,0,0,0,1,33184,3000,5038.87744140625
3000,0,0,0,0,11,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1681,121,0,0,0,0,0,0,0,1,1770,3000,5038.87744140625
3400,1,0,0,0,8,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,576,64,0,0,0,0,0,0,0,1,38071,3400,5038.87744140625
1500,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,2116,81,0,0,0,0,0,0,0,1,11706,1500,7394.67626953125
6700,1,0,0,1,12,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,841,144,0,0,0,0,0,0,0,1,29070,6700,2173.662841796875
5600,1,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,1225,144,0,0,0,0,0,0,1,1,3047,5600,796.2520751953125
14000,0,0,0,1,12,0,0,0,1,0,0,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,37,1369,144,0,0,0,0,0,0,0,1,32529,14000,337.39447021484375
3000,1,0,0,0,8,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2500,64,0,0,0,0,1,0,1,0,17398,3000,636.51800537109375
3600,0,0,0,0,12,0,1,0,0,0,0,0,5,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,39,1521,144,0,0,0,1,0,0,0,1,19384,3600,236.0429229736328
7200,1,0,0,1,12,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,2601,144,0,0,0,0,1,0,0,1,24358,7200,2504.47998046875
12000,0,0,1,0,12,0,0,0,1,0,0,0,4,16,0,0,0,1,0,1,0,0,0,0,0,0,1,0,47,2209,144,0,0,0,0,0,0,0,0,39912,12000,1465.0048828125
12000,0,0,0,1,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1089,144,0,1,0,0,0,0,1,1,5557,12000,4211.86572265625
6000,1,0,0,0,4,0,0,0,0,0,0,0,5,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,36,1296,16,0,0,0,0,0,0,0,0,25898,6000,82.13611602783203
2000,0,0,0,0,6,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,900,36,0,0,0,1,0,0,1,0,27467,2000,146.56947326660156
11500,0,0,0,1,12,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,2116,144,0,1,0,0,0,0,0,1,31909,11500,474.8138427734375
2590,0,0,0,0,9,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,576,81,0,0,0,0,0,0,0,1,529,2590,601.19488525390625
3000,1,0,0,0,12,1,0,0,0,0,0,1,4,16,0,1,0,0,0,1,0,0,0,0,0,0,0,1,28,784,144,0,0,0,0,0,0,0,1,7724,3000,657.05499267578125
6500,0,0,0,0,12,1,0,0,0,0,0,1,4,16,0,1,0,0,0,1,0,0,0,0,0,0,0,1,27,729,144,0,0,0,0,0,0,0,1,19241,6500,657.05499267578125
7000,1,0,0,1,11,0,0,0,0,0,0,1,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41,1681,121,0,0,0,0,0,0,0,1,7783,7000,6468.19970703125
5000,0,0,0,1,11,0,0,0,0,0,0,1,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,3025,121,0,1,0,0,0,0,0,1,35992,5000,713.4229736328125
6000,1,0,0,0,7,0,0,0,0,0,0,1,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,3600,49,0,1,0,0,0,0,0,1,16564,6000,713.4229736328125
34000,1,0,0,1,12,0,0,0,1,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,3249,144,0,0,1,0,0,0,0,1,15828,34000,1629.511962890625
25000,1,0,0,0,12,0,0,0,1,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,841,144,0,0,1,0,0,0,0,1,26200,25000,1629.511962890625
4500,1,0,0,0,12,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,441,144,0,0,0,0,0,0,0,1,12388,4500,497.9169616699219
6500,0,0,0,1,12,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,784,144,0,1,0,0,0,0,0,1,21116,6500,636.75201416015625
3800,1,0,0,0,12,1,0,0,0,0,0,1,4,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,1024,144,0,1,0,0,0,0,0,1,40395,3800,133.90658569335938
7600,1,0,0,0,12,0,0,0,0,0,0,1,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,1369,144,0,0,0,0,0,0,1,1,12228,7600,3623.043212890625
5300,0,0,0,0,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,529,144,0,0,0,0,0,0,0,1,40104,5300,1986.5301513671875
19000,1,0,0,1,12,0,0,0,0,0,1,1,5,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,1764,144,0,1,0,0,0,0,0,1,20545,19000,319.12786865234375
10000,0,0,0,1,12,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,1600,144,1,1,0,0,0,0,0,1,38147,10000,319.12786865234375
23000,1,0,0,1,12,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,900,144,0,0,0,1,0,0,0,0,14985,23000,1386.2310791015625
10000,1,0,0,1,12,0,0,0,1,0,0,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,900,144,0,0,0,0,0,0,1,0,13446,10000,350.4793701171875
2500,0,0,0,0,12,1,0,0,0,0,0,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,784,144,0,0,0,0,0,0,1,0,19877,2500,350.4793701171875
8200,1,0,0,1,12,0,0,1,0,0,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,729,144,0,0,0,0,0,0,1,1,7928,8200,281.84710693359375
4800,0,0,0,0,12,1,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,784,144,0,0,0,0,0,0,0,1,9837,4800,3178.767822265625
4300,1,0,0,0,12,1,0,0,0,0,0,1,11,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,900,144,0,0,0,0,0,0,0,0,32390,4300,552.30078125
2700,1,0,0,0,12,0,0,0,0,0,0,0,11,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,1600,144,0,0,0,0,0,0,0,0,29420,2700,552.30078125
3900,1,0,0,0,12,1,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,1089,144,0,1,0,0,0,0,0,0,103,3900,1075.5609130859375
3700,0,0,0,0,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,1444,144,0,0,0,0,0,0,0,1,7816,3700,651.49468994140625
7000,0,0,0,1,12,0,0,1,0,0,0,0,6,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,961,144,0,0,0,1,0,0,0,0,12025,7000,901.404296875
9000,1,0,0,0,12,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1225,144,0,0,0,0,0,0,1,1,26457,9000,2608.642333984375
1800,0,0,0,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,1764,64,0,0,0,1,0,0,0,1,37021,1800,690.65325927734375
5800,1,0,0,1,11,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28,784,121,0,0,0,0,0,0,0,1,14920,5800,747.82928466796875
2340,1,0,0,0,12,1,0,0,0,0,0,1,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,1600,144,0,0,0,0,0,0,1,1,21663,2340,126.68861389160156
7000,0,0,0,1,12,0,0,0,1,0,0,0,5,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,1521,144,0,0,1,0,0,0,0,0,24898,7000,3110.68505859375
3465,1,0,0,0,7,0,0,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,46,2116,49,0,0,0,0,0,0,1,0,8493,3465,2933.768310546875
5200,1,0,0,0,12,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25,625,144,0,1,0,0,0,0,0,1,973,5200,272.75323486328125
4100,1,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,625,64,0,0,1,0,0,0,0,0,32930,4100,5914.201171875
180000,0,0,1,0,12,0,0,0,0,0,0,1,11,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,3600,144,0,1,0,0,0,0,0,1,2550,180000,881.24322509765625
600,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1849,0,0,0,1,0,0,0,1,0,28867,600,681.7681884765625
5400,0,0,0,0,12,0,0,0,1,0,0,1,7,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,1089,144,0,1,0,0,0,0,0,0,30265,5400,1111.0606689453125
3800,0,0,0,1,12,0,0,1,0,0,0,1,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,900,144,0,0,0,0,0,0,0,1,402,3800,840.58209228515625
14000,1,0,0,1,12,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,2704,144,0,0,1,0,0,0,0,1,25436,14000,1829.3992919921875
18000,0,0,0,1,12,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,2025,144,0,0,1,0,0,0,0,1,33921,18000,1829.3992919921875
1000,0,0,0,0,5,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1849,25,0,0,0,0,1,0,1,0,27227,1000,329.1275634765625
2600,0,0,0,0,5,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,729,25,0,0,0,0,0,1,0,0,1781,2600,620.6812744140625
3000,1,0,0,0,7,0,0,0,0,0,0,1,3,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47,2209,49,0,0,0,0,0,0,0,1,32973,3000,5670.74365234375
2000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,2704,0,0,0,0,0,1,0,1,0,34506,2000,551.55072021484375
800,1,0,0,0,12,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,484,144,0,0,1,0,0,0,0,1,10876,800,2593.406005859375
2000,1,0,0,0,9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,27,729,81,0,0,0,0,0,0,0,1,3387,2000,921.0770263671875
6000,1,0,0,0,12,1,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1089,144,0,0,0,0,0,0,0,1,18396,6000,2609.23046875
14500,0,0,0,0,12,0,0,1,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,961,144,0,0,0,0,0,0,0,1,35492,14500,2609.23046875
5800,1,0,0,0,10,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,841,100,0,0,0,0,0,0,0,0,22156,5800,2580.27294921875
11600,1,0,1,0,10,0,0,0,0,0,0,0,6,36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35,1225,100,0,0,0,0,0,0,0,1,26703,11600,1706.3397216796875
2500,1,0,0,0,9,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1089,81,0,0,0,0,0,0,0,1,24880,2500,1224.4725341796875
16000,1,0,1,0,12,0,0,0,0,0,0,1,5,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31,961,144,0,0,0,0,0,0,0,1,24537,16000,1144.1605224609375
14000,0,0,0,1,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1089,144,0,0,0,0,1,0,1,0,36292,14000,2191.591552734375
2500,1,0,0,0,12,0,0,0,0,0,0,1,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,676,144,0,1,0,0,0,0,0,0,16908,2500,466.1504821777344
2300,1,0,0,0,11,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28,784,121,0,0,0,0,0,0,0,1,32446,2300,1922.4742431640625
3400,1,0,0,0,12,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,31,961,144,0,0,0,0,0,0,0,1,9840,3400,1922.4742431640625
3300,0,0,0,0,10,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,2116,100,0,0,0,0,0,0,0,1,1158,3300,11722.06640625
8000,1,0,0,0,10,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,784,100,0,0,0,0,0,0,0,1,37147,8000,11722.06640625
1200,1,0,0,0,12,0,0,1,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,576,144,0,0,0,0,0,0,0,1,17147,1200,11722.06640625
3860,1,0,0,0,9,0,0,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,1296,81,0,0,0,0,0,0,0,1,7154,3860,1374.6280517578125
2340,1,0,0,0,10,0,0,0,0,0,0,0,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,400,100,0,0,1,0,0,0,1,0,25459,2340,503.8382263183594
3600,1,0,0,0,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,729,100,0,0,0,0,0,0,0,1,19736,3600,77.96391296386719
2500,1,0,0,0,8,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,59,3481,64,0,0,0,0,0,0,0,1,37570,2500,77.96391296386719
2832,1,0,0,0,11,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37,1369,121,0,0,0,0,0,0,0,1,29796,2832,77.96391296386719
1700,1,0,0,0,12,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,729,144,0,0,1,0,0,0,0,0,28061,1700,1625.1875
2000,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,52,2704,81,0,0,0,0,0,0,0,1,2940,2000,495.5631103515625
600,0,0,0,0,6,0,0,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,2304,36,0,1,0,0,0,0,0,0,6134,600,472.5995178222656
2460,0,0,0,0,9,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,37,1369,81,0,0,0,0,0,0,0,0,31927,2460,2051.20361328125
1791,0,0,0,0,9,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,729,81,0,0,0,0,0,0,0,1,2048,1791,87.62559509277344
3600,0,0,0,1,7,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,57,3249,49,0,0,0,0,0,0,0,1,20489,3600,87.62559509277344
600,0,0,0,0,12,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1089,144,0,0,0,0,0,0,0,1,32142,600,87.62559509277344
1300,1,0,0,0,11,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,625,121,0,0,0,1,0,0,0,1,37927,1300,145.06907653808594
1000,0,0,0,0,12,1,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1024,144,0,0,0,1,0,0,1,0,21085,1000,604.00933837890625
2000,0,0,0,0,6,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,50,2500,36,0,0,0,0,0,0,0,1,23469,2000,685.504638671875
3000,1,0,0,0,12,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1600,144,0,0,1,0,0,0,1,1,38253,3000,4324.1259765625
3672,0,0,0,1,12,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1089,144,0,0,1,0,0,0,1,1,8062,3672,4324.1259765625
2500,1,0,0,0,12,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,400,144,0,0,1,0,0,0,1,1,12162,2500,4324.1259765625
4600,1,0,0,0,2,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,841,4,0,0,1,0,0,0,1,1,6512,4600,4324.1259765625
800,0,0,0,0,0,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,3481,0,0,0,1,0,0,0,0,1,37600,800,327.1841735839844
17000,0,0,1,1,12,0,0,0,0,0,1,1,7,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,1369,144,0,0,0,0,1,0,0,1,24833,17000,1042.1441650390625
10000,1,0,0,1,12,0,0,1,0,0,0,0,5,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22,484,144,0,0,0,0,1,0,0,1,29885,10000,522.40521240234375
3200,1,0,0,0,11,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,676,121,0,0,1,0,0,0,0,1,33971,3200,1091.6248779296875
380,1,0,0,0,12,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1296,144,0,1,0,0,0,0,1,0,13229,380,560.65997314453125
2700,1,0,0,0,12,0,0,1,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,625,144,0,0,0,1,0,0,0,0,39368,2700,732.81585693359375
3000,0,0,0,0,7,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,1764,49,0,0,0,0,1,0,0,0,14168,3000,303.8085632324219
3000,1,0,0,0,12,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,484,144,0,0,0,0,1,0,0,0,24441,3000,303.8085632324219
2000,1,0,0,0,11,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,1849,121,0,0,1,0,0,0,0,1,19096,2000,103.94019317626953
11000,1,0,0,1,12,0,0,1,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,1369,144,0,0,0,0,0,0,0,1,13654,11000,6052.958984375
8000,1,0,0,1,12,0,0,0,0,0,0,1,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49,2401,144,0,0,0,0,0,0,0,1,7967,8000,2991.892578125
3800,1,0,0,0,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,289,81,0,0,0,0,0,0,1,0,3898,3800,326.51422119140625
9600,0,0,0,1,12,0,0,0,1,0,0,1,7,49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1681,144,0,0,0,0,0,0,0,1,16232,9600,364.8375549316406
7800,0,0,0,0,12,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,2304,144,0,0,1,0,0,0,0,0,11309,7800,103.1004638671875
10000,1,0,0,1,12,0,0,1,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,1764,144,0,0,0,0,0,0,0,1,4071,10000,3849.625
3600,0,0,0,0,12,0,0,0,1,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,625,144,0,0,0,0,1,0,0,1,37496,3600,2295.444091796875
4000,1,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,400,144,0,0,0,0,1,0,0,1,23002,4000,2295.444091796875
2400,0,0,0,0,11,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,1849,121,0,0,1,0,0,0,0,0,39630,2400,2167.087158203125
2465,1,0,0,0,11,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,841,121,0,0,1,0,0,0,0,0,33051,2465,2167.087158203125
6000,1,0,0,0,0,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3600,0,0,1,0,0,0,0,1,1,1291,6000,523.1024169921875
7000,1,0,0,1,11,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1225,121,0,0,0,0,0,0,0,1,13640,7000,669.5555419921875
6800,1,0,0,0,12,0,0,0,0,0,0,1,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3025,144,0,0,0,0,1,0,1,0,6704,6800,81.95923614501953
13000,1,0,1,0,10,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,441,100,0,0,0,1,0,0,0,1,5014,13000,507.1144104003906
5800,0,0,1,0,12,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,625,144,0,0,0,1,0,0,0,1,7529,5800,507.1144104003906
600,0,0,0,0,8,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,1024,64,0,0,0,1,0,0,0,1,715,600,127.71125793457031
5500,1,0,0,0,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,625,144,0,0,0,0,1,0,0,1,26482,5500,2111.636474609375
2500,1,0,0,0,11,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28,784,121,0,0,0,0,0,0,0,0,5833,2500,1065.7371826171875
3000,1,0,0,0,10,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1089,100,0,0,0,0,1,0,0,1,5630,3000,123.9201431274414
1400,0,0,0,0,12,0,0,1,0,0,0,1,6,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,38,1444,144,0,0,0,0,0,0,0,1,9060,1400,1560.7398681640625
4000,1,0,0,0,11,0,0,0,0,0,0,1,6,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,32,1024,121,0,0,0,0,0,0,0,1,24308,4000,1560.7398681640625
